Isolate_Id	Isolate_Name	Subtype	Host	Location	Collection_Date	Domestic_Status
EPI_ISL_419353	A/duck/Bulgaria/Yambol/35-1/2018	A / H5N8	Duck	Europe / Bulgaria	2018-04-02	
EPI_ISL_419354	A/partridge/Bulgaria/Plovdiv/60-1/2018	A / H5N8	Partridge	Europe / Bulgaria	2018-04-13	
EPI_ISL_419357	A/duck/Bulgaria/Plovdiv/76-1/2018	A / H5N8	Duck	Europe / Bulgaria	2018-04-17	
EPI_ISL_320607	A/chicken/Kursk/284/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-11	Domestic
EPI_ISL_419359	A/chicken/Bulgaria/Dobrich/115/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-06-12	
EPI_ISL_320608	A/chicken/Kursk/526/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-15	Domestic
EPI_ISL_320676	A/chicken/Penza/605/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-19	Domestic
EPI_ISL_320677	A/chicken/Penza/607/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Penza Oblast	2018-06-19	Domestic
EPI_ISL_320680	A/chicken/Kursk/757/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Kursk Oblast	2018-06-20	Domestic
EPI_ISL_419360	A/chicken/Bulgaria/Dobrich/163-1/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-07-05	
EPI_ISL_320675	A/turkey/Rostov-on-Don/817/2018	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2018-07-16	Domestic
EPI_ISL_320956	A/chicken/Cheboksary/853/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Chuvash Republic-Chuvashia	2018-07-31	Domestic
EPI_ISL_320958	A/chicken/Tatarstan/7/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Republic of Tatarstan	2018-08-01	Domestic
EPI_ISL_419345	A/chicken/Bulgaria/Plovdiv/224-1/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-09-19	
EPI_ISL_419347	A/chicken/Bulgaria/Plovdiv/224-3/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-09-19	
EPI_ISL_336930	A/turkey/Rostov-on-Don/1117/2018	A / H5N8	Turkey	Europe / Russian Federation / Rostov Oblast	2018-09-28	Domestic
EPI_ISL_419362	A/chicken/Bulgaria/Haskovo/286/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-10-16	
EPI_ISL_419363	A/chicken/Bulgaria/Plovdiv/295/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-10-18	
EPI_ISL_419364	A/chicken/Bulgaria/Plovdiv/333/2018	A / H5N8	Chicken	Europe / Bulgaria	2018-10-26	
EPI_ISL_419365	A/turkey/Bulgaria/Haskovo/336/2018	A / H5N8	Turkey	Europe / Bulgaria	2018-10-29	
EPI_ISL_336929	A/chicken/Voronezh/1488/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336931	A/chiken/Voronezh/1491/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_336932	A/chicken/Voronezh/1504/2018	A / H5N8	Gallus gallus domesticus	Europe / Russian Federation / Voronezh Oblast	2018-11-02	Domestic
EPI_ISL_626648	A/goose/Russian_Federation/Omsk/1680-6/2020	A / H5N5	Goose	Europe / Russian Federation / Omsk Oblast	2020-10-02	
EPI_ISL_614399	A/buzzard/Germany-MV/AI02166/2020	A / H5N5	Buteo buteo	Europe / Germany / Mecklenburg-Vorpommern	2020-10-29	Wild
EPI_ISL_644737	A/peregrine falcon/Denmark/13776-1/2020-10-30(H5N5)	A / H5N5	Falco peregrinus	Europe / Denmark / Region Sjaland / Lolland	2020-10-30	Wild
EPI_ISL_956409	A/common_teal/Italy/20VIR7439-190/2020	A / H5N5	Common teal	Europe / Italy / Rovigo	2020-11-28	
EPI_ISL_1665267	A/mute_swan/Slovenia/1914-20_21VIR959-5/2020	A / H5N5	Swan	Europe / Slovenia	2020-12-24	
EPI_ISL_1255051	A/tufted_duck/Poland/MB061/2021(H5N5)	A / H5N5	Aythya fuligula	Europe / Poland / West Pomeranian Voivodeship	2021-02-01	
EPI_ISL_3142407	A/turkey/Kosovo/90_21VIR5162-5/2021	A / H5N8	Turkey	Europe / Kosovo / Rahovec	2021-05-25	
